,Age,Bats/Throws,Height/Weight,Birthdate,Name,POS,pid
1407,Age: 38,Bats/Throws: R/R,"5' 9"" / 190","11/30/1980 (38 y, 5 m, 21 d)",Shane Victorino,OF,1677.0
1408,Age: 40,Bats/Throws: L/L,"6' 4"" / 235","2/22/1979 (40 y, 2 m, 29 d)",Steve Colyer,P,1678.0
1409,Age: 40,Bats/Throws: L/R,"6' 1"" / 195","12/17/1978 (40 y, 5 m, 4 d)",Chase Utley,2B,1679.0
1410,Age: 56,Bats/Throws: L/R,"6' 1"" / 200","1/2/1963 (56 y, 4 m, 19 d)",David Cone,P,1680.0
1411,Age: 49,Bats/Throws: R/R,"6' 3"" / 225","11/27/1969 (49 y, 5 m, 24 d)",Tim Laker,C,1681.0
1412,Age: 39,Bats/Throws: B/R,"6' 1"" / 170","10/2/1979 (39 y, 7 m, 19 d)",Jose Morban,2B/SS/DH,1682.0
1413,Age: 40,Bats/Throws: L/L,"6' 3"" / 205","12/5/1978 (40 y, 5 m, 16 d)",Josh Stewart,P,1683.0
1414,Age: 52,Bats/Throws: R/R,"6' 6"" / 240","2/26/1967 (52 y, 2 m, 25 d)",Scott Service,P,1684.0
1415,Age: 41,Bats/Throws: B/R,"5' 10"" / 175","3/9/1978 (41 y, 2 m, 12 d)",Mike Neu,P,1685.0
1416,Age: 42,Bats/Throws: R/R,"5' 10"" / 187","5/13/1977 (42 y, 8 d)",Robby Hammock,C,1686.0
1417,Age: 48,Bats/Throws: L/L,"6' 1"" / 185","4/13/1971 (48 y, 1 m, 8 d)",Kevin Ohme,P,1687.0
1418,Age: 38,Bats/Throws: R/R,"6' 6"" / 220","7/10/1980 (38 y, 10 m, 11 d)",Jesse Foppert,P,1688.0
1419,Age: 41,Bats/Throws: B/R,"6' 8"" / 230","9/9/1977 (41 y, 8 m, 12 d)",Kyle Snyder,P,1689.0
1420,Age: 39,Bats/Throws: R/R,"6' 1"" / 210","9/19/1979 (39 y, 8 m, 2 d)",Andy Good,P,1690.0
1421,Age: 40,Bats/Throws: R/R,"6' 2"" / 215","1/3/1979 (40 y, 4 m, 18 d)",Rosman Garcia,P,1691.0
1422,Age: 40,Bats/Throws: R/R,"6' 3"" / 228","5/9/1979 (40 y, 12 d)",Brandon Webb,P,1692.0
1423,Age: 39,Bats/Throws: L/L,"6' 0"" / 200","8/29/1979 (39 y, 8 m, 22 d)",David Sanders,P,1693.0
1424,Age: 41,Bats/Throws: R/R,"6' 3"" / 222","1/25/1978 (41 y, 3 m, 26 d)",Derrick Turnbow,P,1694.0
1425,Age: 40,Bats/Throws: R/R,"6' 4"" / 234","6/19/1978 (40 y, 11 m, 2 d)",Claudio Vargas,P,1695.0
1426,Age: 41,Bats/Throws: L/L,"6' 0"" / 190","9/18/1977 (41 y, 8 m, 3 d)",Jody Gerut,OF,1696.0
1427,Age: 43,Bats/Throws: L/L,"6' 3"" / 210","10/29/1975 (43 y, 6 m, 22 d)",Gary Johnson,OF,1697.0
1428,Age: 39,Bats/Throws: R/R,"6' 1"" / 230","11/13/1979 (39 y, 6 m, 8 d)",Gerald Laird,C,1698.0
1429,Age: 43,Bats/Throws: L/L,"6' 0"" / 190","4/29/1976 (43 y, 22 d)",Erasmo Ramirez,P,1699.0
1430,Age: 44,Bats/Throws: L/L,"6' 5"" / 190","12/27/1974 (44 y, 4 m, 24 d)",Nate Bland,P,1700.0
1431,Age: 40,Bats/Throws: L/L,"6' 3"" / 220","8/19/1978 (40 y, 9 m, 2 d)",Chris Capuano,P,1701.0
1432,Age: 42,Bats/Throws: R/R,"5' 10"" / 180","12/8/1976 (42 y, 5 m, 13 d)",Reed Johnson,OF,1702.0
1433,Age: 37,Bats/Throws: L/L,"6' 4"" / 225","1/12/1982 (37 y, 4 m, 9 d)",Dontrelle Willis,P,1703.0
1434,Age: 41,Bats/Throws: R/R,"5' 10"" / 180","4/4/1978 (41 y, 1 m, 17 d)",Jason Ellison,OF,1704.0
1435,Age: 41,Bats/Throws: r/l,"5' 10"" / 180","6/21/1977 (41 y, 11 m)",Roger Deago,P,1705.0
1436,Age: 49,Bats/Throws: L/L,"6' 4"" / 205","5/11/1970 (49 y, 10 d)",Steve Avery,P,1706.0
1437,Age: 39,Bats/Throws: R/R,"6' 5"" / 215","9/28/1979 (39 y, 7 m, 23 d)",Jason Young,P,1707.0
1438,Age: 39,Bats/Throws: R/R,"5' 11"" / 175","1/26/1980 (39 y, 3 m, 25 d)",Antonio Perez,2B/3B,1708.0
1439,Age: 40,Bats/Throws: R/R,"6' 3"" / 216","8/30/1978 (40 y, 8 m, 21 d)",Todd Wellemeyer,P,1709.0
1440,Age: 42,Bats/Throws: R/R,"6' 5"" / 220","8/31/1976 (42 y, 8 m, 21 d)",Jason Gilfillan,P,1710.0
1441,Age: 44,Bats/Throws: R/R,"6' 0"" / 220","1/8/1975 (44 y, 4 m, 13 d)",Geremi Gonzalez,P,1711.0
1442,Age: 44,Bats/Throws: R/R,"6' 1"" / 230","1/29/1975 (44 y, 3 m, 22 d)",Miguel Ojeda,C,1712.0
1443,Age: 45,Bats/Throws: R/R,"6' 6"" / 211","9/24/1973 (45 y, 7 m, 27 d)",Carlton Loewer,P,1713.0
1444,Age: 43,Bats/Throws: R/L,"6' 0"" / 210","2/1/1976 (43 y, 3 m, 20 d)",Phil Norton,P,1714.0
1445,Age: 40,Bats/Throws: L/L,"6' 2"" / 190","12/9/1978 (40 y, 5 m, 12 d)",Jeff Duncan,OF,1715.0
1446,Age: 44,Bats/Throws: R/R,"6' 0"" / 230","6/18/1974 (44 y, 11 m, 3 d)",Carlos Mendez,1B/DH,1716.0
1447,Age: 40,Bats/Throws: R/R,"6' 2"" / 210","9/20/1978 (40 y, 8 m, 1 d)",Jason Bay,OF,1717.0
1448,Age: 37,Bats/Throws: B/R,"5' 11"" / 165","5/31/1981 (37 y, 11 m, 21 d)",Ray Olmedo,2B/SS,1718.0
1449,Age: 51,Bats/Throws: R/R,"6' 2"" / 165","11/21/1967 (51 y, 6 m)",Tripp Cromer,SS,1719.0
1450,Age: 41,Bats/Throws: R/L,"6' 1"" / 180","8/19/1977 (41 y, 9 m, 2 d)",Matt White,P,1720.0
1451,Age: 50,Bats/Throws: B/R,"6' 1"" / 190","4/4/1969 (50 y, 1 m, 17 d)",Carlos Reyes,P,1721.0
1452,Age: 42,Bats/Throws: L/L,"5' 11"" / 190","8/11/1976 (42 y, 9 m, 10 d)",Bubba Crosby,OF,1722.0
1453,Age: 49,Bats/Throws: L/L,"6' 1"" / 180","3/21/1970 (49 y, 2 m)",Rick DeHart,P,1723.0
1454,Age: 42,Bats/Throws: R/R,"6' 0"" / 200","8/12/1976 (42 y, 9 m, 9 d)",Lew Ford,OF,1724.0
1455,Age: 43,Bats/Throws: L/L,"6' 2"" / 210","11/23/1975 (43 y, 5 m, 28 d)",Colin Porter,OF,1725.0
1456,Age: 41,Bats/Throws: R/R,"6' 4"" / 255","3/24/1978 (41 y, 1 m, 27 d)",Jose Valverde,P,1726.0
1457,Age: 36,Bats/Throws: R/R,"6' 2"" / 210","2/23/1983 (36 y, 2 m, 28 d)",Edgar Gonzalez,P,1727.0
1458,Age: 42,Bats/Throws: B/R,"6' 0"" / 190","1/3/1977 (42 y, 4 m, 18 d)",Zach Sorensen,2B,1728.0
1459,Age: 43,Bats/Throws: R/R,"6' 1"" / 220","10/17/1975 (43 y, 7 m, 4 d)",Hector Almonte,P,1729.0
1460,Age: 50,Bats/Throws: R/R,"6' 1"" / 230","8/3/1968 (50 y, 9 m, 18 d)",Rod Beck,P,1730.0
1461,Age: 41,Bats/Throws: R/R,"6' 6"" / 240","3/22/1978 (41 y, 1 m, 29 d)",Jeremy Griffiths,P,1731.0
1462,Age: 45,Bats/Throws: R/R,"6' 0"" / 200","6/10/1973 (45 y, 11 m, 11 d)",Julio Manon,P,1732.0
1463,Age: 40,Bats/Throws: L/L,"5' 9"" / 160","6/22/1978 (40 y, 10 m, 29 d)",Anthony Ferrari,P,1733.0
1464,Age: 42,Bats/Throws: R/R,"5' 10"" / 178","9/6/1976 (42 y, 8 m, 15 d)",Mike Nakamura,P,1734.0
1465,Age: 42,Bats/Throws: L/L,"6' 3"" / 205","11/7/1976 (42 y, 6 m, 14 d)",Les Walrond,P,1735.0
1466,Age: 35,Bats/Throws: B/R,"6' 0"" / 195","6/11/1983 (35 y, 11 m, 10 d)",Jose Reyes,SS,1736.0
1467,Age: 38,Bats/Throws: L/R,"6' 4"" / 225","5/15/1981 (38 y, 6 d)",Justin Morneau,1B,1737.0
1468,Age: 36,Bats/Throws: R/R,"6' 2"" / 225","5/28/1982 (36 y, 11 m, 23 d)",Jhonny Peralta,SS,1738.0
1469,Age: 44,Bats/Throws: L/L,"6' 2"" / 170","2/8/1975 (44 y, 3 m, 13 d)",Tony Mounce,P,1739.0
1470,Age: 43,Bats/Throws: R/R,"6' 4"" / 205","4/20/1976 (43 y, 1 m, 1 d)",Jason Roach,P,1740.0
1471,Age: 41,Bats/Throws: B/R,"6' 1"" / 185","3/14/1978 (41 y, 2 m, 7 d)",Matt Kata,2B,1741.0
1472,Age: 45,Bats/Throws: L/L,"6' 1"" / 170","3/9/1974 (45 y, 2 m, 12 d)",Francisco Santos,1B/OF,1742.0
1473,Age: 42,Bats/Throws: R/R,"5' 11"" / 175","9/27/1976 (42 y, 7 m, 24 d)",Bo Hart,2B,1743.0
1474,Age: 36,Bats/Throws: R/R,"6' 4"" / 249","4/18/1983 (36 y, 1 m, 3 d)",Miguel Cabrera,1B/3B,1744.0
1475,Age: 47,Bats/Throws: B/L,"5' 11"" / 225","1/29/1972 (47 y, 3 m, 22 d)",Morgan Burkhart,1B/DH,1745.0
1476,Age: 41,Bats/Throws: R/R,"5' 11"" / 193","11/30/1977 (41 y, 5 m, 21 d)",Carlos Valderrama,OF,1746.0
1477,Age: 41,Bats/Throws: R/R,"6' 2"" / 165","12/14/1977 (41 y, 5 m, 7 d)",Rodrigo Rosario,P,1747.0
1478,Age: 49,Bats/Throws: R/R,"6' 3"" / 220","4/11/1970 (49 y, 1 m, 10 d)",Joe Vitiello,1B/DH,1748.0
1479,Age: 40,Bats/Throws: L/L,"5' 11"" / 230","6/10/1978 (40 y, 11 m, 11 d)",Carlos Rivera,1B,1749.0
1480,Age: 46,Bats/Throws: R/R,"6' 4"" / 210","9/17/1972 (46 y, 8 m, 4 d)",Brady Raggio,P,1750.0
1481,Age: 40,Bats/Throws: R/R,"6' 5"" / 225","11/12/1978 (40 y, 6 m, 9 d)",Aaron Heilman,P,1751.0
1482,Age: 42,Bats/Throws: R/R,"6' 0"" / 185","1/8/1977 (42 y, 4 m, 13 d)",Dave Matranga,2B,1752.0
1483,Age: 41,Bats/Throws: R/R,"6' 0"" / 200","3/29/1978 (41 y, 1 m, 22 d)",Eric Bruntlett,SS,1753.0
1484,Age: 47,Bats/Throws: R/R,"6' 3"" / 215","11/23/1971 (47 y, 5 m, 28 d)",Matt Miller,P,1754.0
1485,Age: 42,Bats/Throws: L/R,"6' 2"" / 195","7/24/1976 (42 y, 9 m, 27 d)",Nate Bump,P,1755.0
1486,Age: 41,Bats/Throws: R/R,"6' 4"" / 200","1/20/1978 (41 y, 4 m, 1 d)",Chris Mears,P,1756.0
1487,Age: 38,Bats/Throws: R/R,"6' 5"" / 215","9/17/1980 (38 y, 8 m, 4 d)",Dan Haren,P,1757.0
1488,Age: 40,Bats/Throws: R/R,"6' 4"" / 248","9/1/1978 (40 y, 8 m, 20 d)",Stephen Smitherman,OF,1758.0
1489,Age: 42,Bats/Throws: L/L,"6' 0"" / 175","4/2/1977 (42 y, 1 m, 19 d)",Mike Gallo,P,1759.0
1490,Age: 38,Bats/Throws: R/L,"5' 10"" / 195","12/23/1980 (38 y, 4 m, 28 d)",Cody Ross,OF,1760.0
1491,Age: 43,Bats/Throws: R/R,"6' 5"" / 210","3/12/1976 (43 y, 2 m, 9 d)",Bryan Hebson,P,1761.0
1492,Age: 50,Bats/Throws: L/R,"6' 0"" / 210","12/17/1968 (50 y, 5 m, 4 d)",Curtis Pride,OF,1762.0
1493,Age: 42,Bats/Throws: L/L,"6' 2"" / 200","1/23/1977 (42 y, 3 m, 28 d)",Jason Stanford,P,1763.0
1494,Age: 42,Bats/Throws: R/R,"6' 3"" / 220","12/17/1976 (42 y, 5 m, 4 d)",Edwin Almonte,P,1764.0
1495,Age: 39,Bats/Throws: R/R,"6' 3"" / 205","5/18/1980 (39 y, 3 d)",Luis Terrero,OF,1765.0
1496,Age: 38,Bats/Throws: L/L,"6' 1"" / 220","10/30/1980 (38 y, 6 m, 21 d)",Laynce Nix,OF,1766.0
1497,Age: 38,Bats/Throws: R/R,"6' 3"" / 200","8/24/1980 (38 y, 8 m, 27 d)",Kevin Correia,P,1767.0
1498,Age: 46,Bats/Throws: R/R,"6' 2"" / 190","8/5/1972 (46 y, 9 m, 16 d)",John Wasdin,P,1768.0
1499,Age: 41,Bats/Throws: L/L,"6' 3"" / 208","1/17/1978 (41 y, 4 m, 4 d)",Mark Malaska,P,1769.0
1500,Age: 36,Bats/Throws: R/R,"6' 4"" / 210","7/15/1982 (36 y, 10 m, 6 d)",Ryan Wagner,P,1770.0
1501,Age: 41,Bats/Throws: R/R,"6' 0"" / 215","3/3/1978 (41 y, 2 m, 18 d)",Matt Diaz,OF,1771.0
1502,Age: 37,Bats/Throws: L/R,"6' 1"" / 195","11/30/1981 (37 y, 5 m, 21 d)",Rich Harden,P,1772.0
1503,Age: 38,Bats/Throws: R/R,"6' 3"" / 225","2/16/1981 (38 y, 3 m, 5 d)",Sergio Mitre,P,1773.0
1504,Age: 41,Bats/Throws: B/R,"5' 11"" / 202","2/21/1978 (41 y, 3 m)",Rene Reyes,OF,1774.0
1505,Age: 42,Bats/Throws: B/R,"6' 3"" / 210","10/17/1976 (42 y, 7 m, 4 d)",Jason Jones,OF,1775.0
1506,Age: 37,Bats/Throws: R/R,"6' 1"" / 210","6/2/1981 (37 y, 11 m, 19 d)",Chin-hui Tsao,P,1776.0
1507,Age: 42,Bats/Throws: R/R,"5' 11"" / 205","6/19/1976 (42 y, 11 m, 2 d)",Alex Prieto,2B,1778.0
1508,Age: 42,Bats/Throws: R/R,"6' 1"" / 215","3/17/1977 (42 y, 2 m, 4 d)",Robb Quinlan,1B/3B,1779.0
1509,Age: 39,Bats/Throws: R/R,"5' 10"" / 185","5/11/1980 (39 y, 10 d)",Roy Corcoran,P,1780.0
1510,Age: 39,Bats/Throws: R/R,"5' 10"" / 185","2/22/1980 (39 y, 2 m, 29 d)",Ramon Nivar,OF,1781.0
1511,Age: 42,Bats/Throws: R/R,"6' 2"" / 205","11/15/1976 (42 y, 6 m, 6 d)",Greg Jones,P,1782.0
1512,Age: 36,Bats/Throws: R/R,"5' 10"" / 185","3/24/1983 (36 y, 1 m, 27 d)",Chad Gaudin,P,1783.0
1513,Age: 38,Bats/Throws: R/R,"6' 2"" / 190","12/16/1980 (38 y, 5 m, 5 d)",Josh Hall,P,1784.0
1514,Age: 46,Bats/Throws: R/R,"6' 3"" / 210","8/14/1972 (46 y, 9 m, 7 d)",Dave Manning,P,1785.0
1515,Age: 39,Bats/Throws: L/L,"6' 3"" / 210","8/13/1979 (39 y, 9 m, 8 d)",Jon Switzer,P,1786.0
1516,Age: 43,Bats/Throws: R/R,"6' 0"" / 194","8/8/1975 (43 y, 9 m, 13 d)",Chad Meyers,2B/OF,1787.0
1517,Age: 42,Bats/Throws: R/R,"6' 2"" / 185","9/7/1976 (42 y, 8 m, 14 d)",Aaron Looper,P,1788.0
1518,Age: 45,Bats/Throws: L/L,"6' 2"" / 180","8/26/1973 (45 y, 8 m, 25 d)",Mark Budzinski,OF,1789.0
1519,Age: 39,Bats/Throws: R/R,"6' 3"" / 215","12/12/1979 (39 y, 5 m, 9 d)",Garrett Atkins,3B,1790.0
1520,Age: 37,Bats/Throws: L/L,"6' 3"" / 208","7/19/1981 (37 y, 10 m, 2 d)",Jimmy Gobble,P,1791.0
1521,Age: 45,Bats/Throws: R/R,"6' 2"" / 210","9/4/1973 (45 y, 8 m, 17 d)",Joe DePastino,C,1792.0
1522,Age: 40,Bats/Throws: R/R,"6' 6"" / 245","6/20/1978 (40 y, 11 m, 1 d)",Kevin Gregg,P,1793.0
1523,Age: 40,Bats/Throws: R/L,"6' 2"" / 200","5/23/1978 (40 y, 11 m, 28 d)",Michael Gonzalez,P,1794.0
1524,Age: 42,Bats/Throws: R/R,"6' 5"" / 250","2/22/1977 (42 y, 2 m, 29 d)",J.J. Putz,P,1795.0
1525,Age: 39,Bats/Throws: R/R,"6' 2"" / 195","5/18/1980 (39 y, 3 d)",Juan Dominguez,P,1796.0
1526,Age: 39,Bats/Throws: L/L,"6' 1"" / 200","3/25/1980 (39 y, 1 m, 26 d)",Neal Cotts,P,1797.0
1527,Age: 45,Bats/Throws: R/R,"5' 11"" / 225","10/15/1973 (45 y, 7 m, 6 d)",David Cortes,P,1798.0
1528,Age: 41,Bats/Throws: L/R,"6' 0"" / 210","8/30/1977 (41 y, 8 m, 21 d)",Jon Adkins,P,1799.0
1529,Age: 50,Bats/Throws: R/R,"6' 3"" / 210","9/12/1968 (50 y, 8 m, 9 d)",Masao Kida,P,1800.0
1530,Age: 44,Bats/Throws: R/R,"6' 2"" / 200","6/13/1974 (44 y, 11 m, 8 d)",Brian Sweeney,P,1801.0
1531,Age: 45,Bats/Throws: R/R,"6' 3"" / 230","1/19/1974 (45 y, 4 m, 2 d)",Amaury Telemaco,P,1802.0
1532,Age: 38,Bats/Throws: B/R,"6' 3"" / 220","6/30/1980 (38 y, 10 m, 21 d)",Todd Linden,OF,1803.0
1533,Age: 51,Bats/Throws: B/R,"6' 0"" / 180","10/29/1967 (51 y, 6 m, 22 d)",Mandy Romero,C,1804.0
1534,Age: 43,Bats/Throws: R/R,"5' 10"" / 190","8/27/1975 (43 y, 8 m, 24 d)",Trent Durrington,2B,1805.0
1535,Age: 39,Bats/Throws: R/R,"6' 3"" / 220","4/26/1980 (39 y, 25 d)",Mike Wood,P,1806.0
1536,Age: 39,Bats/Throws: B/R,"5' 10"" / 195","8/31/1979 (39 y, 8 m, 21 d)",Tim Raines Jr.,OF,1807.0
1537,Age: 41,Bats/Throws: R/R,"6' 5"" / 215","3/5/1978 (41 y, 2 m, 16 d)",Mike Hessman,1B/3B,1808.0
1538,Age: 45,Bats/Throws: R/R,"6' 2"" / 190","12/7/1973 (45 y, 5 m, 14 d)",Brian Schmack,P,1809.0
1539,Age: 39,Bats/Throws: R/R,"6' 2"" / 210","12/24/1979 (39 y, 4 m, 27 d)",Joe Valentine,P,1810.0
1540,Age: 39,Bats/Throws: R/R,"6' 3"" / 185","8/23/1979 (39 y, 8 m, 28 d)",Prentice Redman,OF,1811.0
1541,Age: 45,Bats/Throws: B/L,"6' 1"" / 190","1/25/1974 (45 y, 3 m, 26 d)",Dan Serafini,P,1812.0
1542,Age: 42,Bats/Throws: R/R,"6' 0"" / 180","8/26/1976 (42 y, 8 m, 25 d)",Geoff Geary,P,1813.0
1543,Age: 38,Bats/Throws: R/R,"6' 4"" / 227","1/28/1981 (38 y, 3 m, 23 d)",Doug Waechter,P,1814.0
1544,Age: 47,Bats/Throws: L/L,"5' 11"" / 209","8/5/1971 (47 y, 9 m, 16 d)",Carlos Pulido,P,1815.0
1545,Age: 37,Bats/Throws: R/R,"6' 0"" / 220","3/18/1982 (37 y, 2 m, 3 d)",Chad Cordero,P,1816.0
1546,Age: 38,Bats/Throws: B/R,"6' 3"" / 225","2/24/1981 (38 y, 2 m, 27 d)",Rob Bowen,C,1817.0
1547,Age: 39,Bats/Throws: R/R,"6' 3"" / 203","1/12/1980 (39 y, 4 m, 9 d)",Bobby Crosby,SS,1818.0
1548,Age: 39,Bats/Throws: R/R,"6' 1"" / 174","4/12/1980 (39 y, 1 m, 9 d)",Danny Garcia,2B,1819.0
1549,Age: 40,Bats/Throws: R/R,"5' 10"" / 185","8/5/1978 (40 y, 9 m, 16 d)",Jamal Strong,DH/OF,1820.0
1550,Age: 41,Bats/Throws: L/R,"6' 2"" / 208","1/27/1978 (41 y, 3 m, 24 d)",Pete LaForest,C/DH,1821.0
1551,Age: 37,Bats/Throws: R/L,"6' 3"" / 195","8/3/1981 (37 y, 9 m, 18 d)",Felix Sanchez,P,1822.0
1552,Age: 39,Bats/Throws: L/L,"6' 7"" / 225","1/20/1980 (39 y, 4 m, 1 d)",Luis Martinez,P,1823.0
1553,Age: 39,Bats/Throws: R/R,"5' 9"" / 215","8/2/1979 (39 y, 9 m, 19 d)",Humberto Quintero,C,1824.0
1554,Age: 39,Bats/Throws: L/L,"5' 11"" / 190","12/20/1979 (39 y, 5 m, 1 d)",David DeJesus,OF,1825.0
1555,Age: 39,Bats/Throws: R/R,"5' 11"" / 186","10/21/1979 (39 y, 7 m)",Khalil Greene,SS,1826.0
1556,Age: 40,Bats/Throws: R/R,"6' 1"" / 160","11/10/1978 (40 y, 6 m, 11 d)",Jorge DePaula,P,1827.0
1557,Age: 42,Bats/Throws: L/R,"6' 2"" / 200","2/6/1977 (42 y, 3 m, 15 d)",Pete Zoccolillo,OF,1828.0
1558,Age: 40,Bats/Throws: B/R,"6' 1"" / 205","3/9/1979 (40 y, 2 m, 12 d)",Koyie Hill,C,1829.0
1559,Age: 40,Bats/Throws: R/R,"6' 1"" / 200","3/6/1979 (40 y, 2 m, 15 d)",Clint Barmes,2B/SS,1830.0
1560,Age: 42,Bats/Throws: R/R,"6' 2"" / 215","5/5/1977 (42 y, 16 d)",Tom Gregorio,C,1831.0
1561,Age: 40,Bats/Throws: R/R,"6' 3"" / 225","1/29/1979 (40 y, 3 m, 22 d)",Lance Niekro,1B,1832.0
1562,Age: 38,Bats/Throws: R/L,"6' 2"" / 205","10/10/1980 (38 y, 7 m, 11 d)",Noah Lowry,P,1833.0
1563,Age: 53,Bats/Throws: R/R,"5' 11"" / 175","1/3/1966 (53 y, 4 m, 18 d)",Luis Sojo,2B,1834.0
1564,Age: 40,Bats/Throws: R/R,"6' 0"" / 215","8/12/1978 (40 y, 9 m, 9 d)",Michel Hernandez,C,1835.0
1565,Age: 44,Bats/Throws: B/R,"6' 5"" / 230","1/19/1975 (44 y, 4 m, 2 d)",Fernando Seguignol,1B/OF,1836.0
1566,Age: 38,Bats/Throws: R/R,"6' 3"" / 230","6/6/1980 (38 y, 11 m, 15 d)",Matt Belisle,P,1837.0
1567,Age: 40,Bats/Throws: R/R,"6' 2"" / 200","12/19/1978 (40 y, 5 m, 2 d)",Vinnie Chulk,P,1838.0
1568,Age: 42,Bats/Throws: R/R,"6' 1"" / 200","9/25/1976 (42 y, 7 m, 26 d)",Juan Cerros,P,1839.0
1569,Age: 40,Bats/Throws: R/R,"6' 2"" / 185","6/5/1978 (40 y, 11 m, 16 d)",Travis Chapman,3B,1840.0
1570,Age: 35,Bats/Throws: R/R,"6' 2"" / 215","9/9/1983 (35 y, 8 m, 12 d)",Edwin Jackson,P,1841.0
1571,Age: 40,Bats/Throws: R/R,"6' 5"" / 210","10/24/1978 (40 y, 6 m, 27 d)",Chris Bootcheck,P,1842.0
1572,Age: 46,Bats/Throws: R/R,"6' 1"" / 202","3/12/1973 (46 y, 2 m, 9 d)",Dave Lee,P,1843.0
1573,Age: 42,Bats/Throws: B/R,"5' 9"" / 180","12/15/1976 (42 y, 5 m, 6 d)",Aaron Miles,2B,1844.0
1574,Age: 38,Bats/Throws: R/R,"6' 1"" / 230","11/22/1980 (38 y, 5 m, 29 d)",Jonny Gomes,DH/OF,1845.0
1575,Age: 40,Bats/Throws: L/R,"5' 11"" / 200","9/5/1978 (40 y, 8 m, 16 d)",Matt Watson,OF,1846.0
1576,Age: 46,Bats/Throws: L/L,"6' 3"" / 210","1/24/1973 (46 y, 3 m, 27 d)",Mike Glavine,1B,1847.0
1577,Age: 40,Bats/Throws: L/L,"6' 2"" / 205","11/4/1978 (40 y, 6 m, 17 d)",John Grabow,P,1848.0
1578,Age: 36,Bats/Throws: R/R,"6' 0"" / 210","9/13/1982 (36 y, 8 m, 8 d)",Rickie Weeks Jr.,2B,1849.0
1579,Age: 42,Bats/Throws: R/R,"6' 1"" / 200","11/24/1976 (42 y, 5 m, 27 d)",Mike Edwards,3B/OF,1850.0
1580,Age: 44,Bats/Throws: L/L,"6' 4"" / 230","5/15/1975 (44 y, 6 d)",Graham Koonce,1B,1851.0
1581,Age: 38,Bats/Throws: L/R,"6' 6"" / 234","8/28/1980 (38 y, 8 m, 23 d)",Ryan Madson,P,1852.0
1582,Age: 38,Bats/Throws: B/R,"5' 11"" / 160","1/25/1981 (38 y, 3 m, 26 d)",Andy Machado,SS,1853.0
1583,Age: 43,Bats/Throws: B/R,"5' 10"" / 183","10/23/1975 (43 y, 6 m, 28 d)",Kaz Matsui,2B,1854.0
1584,Age: 43,Bats/Throws: R/R,"6' 1"" / 205","11/18/1975 (43 y, 6 m, 3 d)",Shawn Camp,P,1855.0
1585,Age: 40,Bats/Throws: R/R,"6' 3"" / 212","12/15/1978 (40 y, 5 m, 6 d)",Michael Wuertz,P,1856.0
1586,Age: 36,Bats/Throws: L/R,"6' 5"" / 225","4/19/1983 (36 y, 1 m, 2 d)",Joe Mauer,C/1B,1857.0
1587,Age: 43,Bats/Throws: R/R,"6' 7"" / 230","8/15/1975 (43 y, 9 m, 6 d)",Ben Ford,P,1858.0
1588,Age: 41,Bats/Throws: R/R,"6' 7"" / 235","1/18/1978 (41 y, 4 m, 3 d)",Brian Falkenborg,P,1859.0
1589,Age: 39,Bats/Throws: R/R,"5' 11"" / 205","6/26/1979 (39 y, 10 m, 25 d)",Luis Gonzalez,2B,1860.0
1590,Age: 37,Bats/Throws: B/R,"6' 2"" / 220","11/2/1981 (37 y, 6 m, 19 d)",Wilson Betemit,3B,1861.0
1591,Age: 39,Bats/Throws: R/R,"6' 1"" / 219","11/20/1979 (39 y, 6 m, 1 d)",Lino Urdaneta,P,1862.0
1592,Age: 41,Bats/Throws: R/R,"5' 11"" / 170","5/20/1978 (41 y, 1 d)",Wilson Valdez,2B/SS,1863.0
1593,Age: 41,Bats/Throws: R/R,"6' 4"" / 200","8/26/1977 (41 y, 8 m, 25 d)",Allan Simpson,P,1864.0
1594,Age: 38,Bats/Throws: R/R,"6' 1"" / 219","3/19/1981 (38 y, 2 m, 2 d)",Jose Castillo,2B/3B,1866.0
1595,Age: 40,Bats/Throws: R/R,"5' 11"" / 205","11/17/1978 (40 y, 6 m, 4 d)",Darnell McDonald,OF,1867.0
1596,Age: 40,Bats/Throws: L/L,"6' 2"" / 225","3/30/1979 (40 y, 1 m, 21 d)",Mike Johnston,P,1868.0
1597,Age: 39,Bats/Throws: L/L,"6' 2"" / 190","9/5/1979 (39 y, 8 m, 16 d)",Cliff Bartosh,P,1871.0
1598,Age: 39,Bats/Throws: R/R,"6' 2"" / 200","10/20/1979 (39 y, 7 m, 1 d)",Choo Freeman,OF,1872.0
1599,Age: 39,Bats/Throws: R/R,"6' 4"" / 240","1/15/1980 (39 y, 4 m, 6 d)",Matt Holliday,OF,1873.0
1600,Age: 39,Bats/Throws: R/R,"6' 1"" / 190","2/1/1980 (39 y, 3 m, 20 d)",Hector Luna,2B,1874.0
1601,Age: 38,Bats/Throws: L/L,"6' 4"" / 240",5/21/1981 (38 y),Josh Hamilton,OF,1875.0
1602,Age: 37,Bats/Throws: R/R,"6' 0"" / 182","12/25/1981 (37 y, 4 m, 26 d)",Willy Taveras,OF,1876.0
1603,Age: 40,Bats/Throws: L/L,"6' 1"" / 190","9/6/1978 (40 y, 8 m, 15 d)",Frank Brooks,P,1877.0
